Record Length,10000,,Source,CH1,CH2
Sample Interval,CH1:0.0000000400000 CH2:0.0000000400000,,Second,Volt,Volt
,,,-0.00018664000,-0.03000,0.92000
,,,-0.00018659999,-0.02800,0.92000
,,,-0.00018656001,-0.02800,0.92000
,,,-0.00018652000,-0.03000,0.92000
,,,-0.00018648000,-0.03200,0.92000
,,,-0.00018644000,-0.03000,0.92000
,,,-0.00018639999,-0.02800,0.92000
,,,-0.00018636000,-0.02800,0.92000
,,,-0.00018632000,-0.03000,0.92000
,,,-0.00018628000,-0.03200,0.92000
,,,-0.00018623999,-0.03200,0.92000
,,,-0.00018619999,-0.03400,0.92000
,,,-0.00018616000,-0.03400,0.92000
,,,-0.00018612000,-0.03400,0.96000
,,,-0.00018608000,-0.03200,0.96000
,,,-0.00018603999,-0.03200,0.96000
,,,-0.00018600000,-0.03200,0.96000
,,,-0.00018596000,-0.03200,0.96000
,,,-0.00018592000,-0.03400,0.96000
,,,-0.00018588000,-0.03200,0.96000
,,,-0.00018583999,-0.03400,0.96000
,,,-0.00018580000,-0.03600,0.96000
,,,-0.00018576000,-0.03200,0.96000
,,,-0.00018572000,-0.03000,0.96000
,,,-0.00018567999,-0.03000,0.96000
,,,-0.00018564000,-0.03000,0.96000
,,,-0.00018560000,-0.03400,0.96000
,,,-0.00018556000,-0.03400,1.00000
,,,-0.00018552000,-0.03400,1.00000
,,,-0.00018547999,-0.03400,1.00000
,,,-0.00018544000,-0.03600,1.00000
,,,-0.00018540000,-0.03600,1.00000
,,,-0.00018536000,-0.03600,1.00000
,,,-0.00018531999,-0.03800,1.00000
,,,-0.00018528001,-0.03600,1.00000
,,,-0.00018524000,-0.03600,1.00000
,,,-0.00018520000,-0.03600,1.00000
,,,-0.00018516000,-0.03400,1.00000
,,,-0.00018511999,-0.03200,1.00000
,,,-0.00018508000,-0.03200,1.00000
,,,-0.00018504000,-0.03200,0.96000
,,,-0.00018500000,-0.03200,0.96000
,,,-0.00018495999,-0.03400,0.96000
,,,-0.00018492001,-0.03400,1.00000
,,,-0.00018488000,-0.03400,1.00000
,,,-0.00018484000,-0.03400,1.00000
,,,-0.00018480000,-0.03400,1.00000
,,,-0.00018475999,-0.03200,0.96000
,,,-0.00018472000,-0.03200,0.96000
,,,-0.00018468000,-0.03400,1.00000
,,,-0.00018464000,-0.03400,1.00000
,,,-0.00018459999,-0.03400,1.00000
,,,-0.00018456001,-0.03400,1.00000
,,,-0.00018452000,-0.03400,1.04000
,,,-0.00018448000,-0.03400,1.04000
,,,-0.00018444000,-0.03400,1.04000
,,,-0.00018439999,-0.03600,1.00000
,,,-0.00018436000,-0.03800,1.00000
,,,-0.00018432000,-0.03600,1.04000
,,,-0.00018428000,-0.03600,1.04000
,,,-0.00018423999,-0.03600,1.04000
,,,-0.00018420001,-0.03600,1.04000
,,,-0.00018416000,-0.03600,1.04000
,,,-0.00018412000,-0.03400,1.04000
,,,-0.00018408000,-0.03400,1.04000
,,,-0.00018403999,-0.03600,1.04000
,,,-0.00018400000,-0.03800,1.04000
,,,-0.00018396000,-0.03800,1.04000
,,,-0.00018392000,-0.03800,1.08000
,,,-0.00018387999,-0.03600,1.08000
,,,-0.00018384001,-0.03600,1.08000
,,,-0.00018380000,-0.04000,1.08000
,,,-0.00018376000,-0.04000,1.08000
,,,-0.00018372000,-0.03800,1.04000
,,,-0.00018367999,-0.04000,1.08000
,,,-0.00018364000,-0.04200,1.08000
,,,-0.00018360000,-0.04000,1.08000
,,,-0.00018356000,-0.03800,1.08000
,,,-0.00018351999,-0.03800,1.12000
,,,-0.00018348001,-0.03800,1.12000
,,,-0.00018344000,-0.04000,1.12000
,,,-0.00018340000,-0.04000,1.12000
,,,-0.00018336000,-0.04000,1.12000
,,,-0.00018331999,-0.04400,1.12000
,,,-0.00018328000,-0.04400,1.12000
,,,-0.00018324000,-0.04200,1.16000
,,,-0.00018320000,-0.04200,1.16000
,,,-0.00018315999,-0.04000,1.16000
,,,-0.00018312001,-0.04000,1.16000
,,,-0.00018308000,-0.04000,1.16000
,,,-0.00018304000,-0.03800,1.16000
,,,-0.00018300000,-0.03800,1.12000
,,,-0.00018295999,-0.04200,1.12000
,,,-0.00018292000,-0.04400,1.16000
,,,-0.00018288000,-0.04400,1.16000
,,,-0.00018284000,-0.04400,1.16000
,,,-0.00018279999,-0.04400,1.16000
,,,-0.00018275999,-0.04200,1.16000
,,,-0.00018272000,-0.04000,1.16000
,,,-0.00018268000,-0.04200,1.16000
,,,-0.00018264000,-0.04400,1.16000
,,,-0.00018259999,-0.04600,1.16000
,,,-0.00018256000,-0.04600,1.16000
,,,-0.00018252000,-0.04200,1.16000
,,,-0.00018248000,-0.04000,1.16000
,,,-0.00018244000,-0.03800,1.16000
,,,-0.00018239999,-0.03800,1.16000
,,,-0.00018236000,-0.04000,1.16000
,,,-0.00018232000,-0.04200,1.16000
,,,-0.00018228000,-0.04200,1.16000
,,,-0.00018223999,-0.04200,1.16000
,,,-0.00018220000,-0.04400,1.16000
,,,-0.00018216000,-0.04000,1.16000
,,,-0.00018212000,-0.04000,1.16000
,,,-0.00018208000,-0.04200,1.16000
,,,-0.00018203999,-0.04200,1.16000
,,,-0.00018200000,-0.04200,1.16000
,,,-0.00018196000,-0.04200,1.16000
,,,-0.00018192000,-0.04400,1.16000
,,,-0.00018187999,-0.04600,1.20000
,,,-0.00018184001,-0.04600,1.20000
,,,-0.00018180000,-0.04400,1.20000
,,,-0.00018176000,-0.04400,1.20000
,,,-0.00018172000,-0.04400,1.20000
,,,-0.00018167999,-0.04400,1.16000
,,,-0.00018164000,-0.04400,1.16000
,,,-0.00018160000,-0.04600,1.20000
,,,-0.00018156000,-0.04400,1.20000
,,,-0.00018151999,-0.04400,1.20000
,,,-0.00018148001,-0.04400,1.20000
,,,-0.00018144000,-0.04200,1.20000
,,,-0.00018140000,-0.04200,1.20000
,,,-0.00018136000,-0.04000,1.24000
,,,-0.00018131999,-0.04200,1.24000
,,,-0.00018128000,-0.04600,1.20000
,,,-0.00018124000,-0.04600,1.20000
,,,-0.00018120000,-0.04800,1.24000
,,,-0.00018115999,-0.04800,1.24000
,,,-0.00018112001,-0.04600,1.28000
,,,-0.00018108000,-0.04400,1.28000
,,,-0.00018104000,-0.04600,1.24000
,,,-0.00018100000,-0.04600,1.24000
,,,-0.00018095999,-0.04800,1.24000
,,,-0.00018092000,-0.05200,1.24000
,,,-0.00018088000,-0.05000,1.24000
,,,-0.00018084000,-0.04800,1.28000
,,,-0.00018079999,-0.04800,1.28000
,,,-0.00018076001,-0.04400,1.28000
,,,-0.00018072000,-0.04000,1.28000
,,,-0.00018068000,-0.04200,1.28000
,,,-0.00018064000,-0.04400,1.28000
,,,-0.00018059999,-0.04600,1.28000
,,,-0.00018056000,-0.04600,1.28000
,,,-0.00018052000,-0.04400,1.28000
,,,-0.00018048000,-0.04800,1.32000
,,,-0.00018043999,-0.05000,1.32000
,,,-0.00018040001,-0.04800,1.32000
,,,-0.00018036000,-0.04800,1.28000
,,,-0.00018032000,-0.05000,1.28000
,,,-0.00018028000,-0.04800,1.28000
,,,-0.00018023999,-0.04600,1.28000
,,,-0.00018020000,-0.05000,1.28000
,,,-0.00018016000,-0.05200,1.32000
,,,-0.00018012000,-0.05200,1.32000
,,,-0.00018007999,-0.05400,1.32000
,,,-0.00018004001,-0.05000,1.32000
,,,-0.00018000000,-0.04600,1.32000
,,,-0.00017996000,-0.04800,1.32000
,,,-0.00017992000,-0.05000,1.32000
,,,-0.00017987999,-0.05200,1.32000
,,,-0.00017984000,-0.05200,1.36000
,,,-0.00017980000,-0.05400,1.36000
,,,-0.00017976000,-0.05200,1.36000
,,,-0.00017971999,-0.05000,1.36000
,,,-0.00017968001,-0.05000,1.36000
,,,-0.00017964000,-0.04800,1.36000
,,,-0.00017960000,-0.04800,1.36000
,,,-0.00017956000,-0.05000,1.36000
,,,-0.00017951999,-0.05000,1.36000
,,,-0.00017948000,-0.05200,1.36000
,,,-0.00017944000,-0.05200,1.40000
,,,-0.00017940000,-0.05400,1.40000
,,,-0.00017935999,-0.05600,1.36000
,,,-0.00017931999,-0.05400,1.36000
,,,-0.00017928000,-0.05200,1.36000
,,,-0.00017924000,-0.05400,1.40000
,,,-0.00017920000,-0.05400,1.40000
,,,-0.00017915999,-0.05200,1.36000
,,,-0.00017912000,-0.05200,1.36000
,,,-0.00017908000,-0.05200,1.40000
,,,-0.00017904000,-0.05200,1.40000
,,,-0.00017900000,-0.05200,1.40000
,,,-0.00017895999,-0.05200,1.40000
,,,-0.00017892000,-0.05200,1.40000
,,,-0.00017888000,-0.05200,1.40000
,,,-0.00017884000,-0.05400,1.40000
,,,-0.00017879999,-0.05400,1.40000
,,,-0.00017876000,-0.05400,1.40000
,,,-0.00017872000,-0.05200,1.40000
,,,-0.00017868000,-0.05200,1.40000
,,,-0.00017864000,-0.05400,1.40000
,,,-0.00017859999,-0.05400,1.40000
,,,-0.00017856000,-0.05400,1.40000
,,,-0.00017852000,-0.05600,1.40000
,,,-0.00017848000,-0.05600,1.40000
,,,-0.00017843999,-0.05600,1.44000
,,,-0.00017840001,-0.05600,1.44000
,,,-0.00017836000,-0.05600,1.40000
,,,-0.00017832000,-0.05400,1.40000
,,,-0.00017828000,-0.05400,1.40000
,,,-0.00017823999,-0.05400,1.44000
,,,-0.00017820000,-0.05400,1.44000
,,,-0.00017816000,-0.05400,1.44000
,,,-0.00017812000,-0.05400,1.44000
,,,-0.00017807999,-0.05400,1.44000
,,,-0.00017804001,-0.05400,1.44000
,,,-0.00017800000,-0.05600,1.44000
,,,-0.00017796000,-0.05800,1.44000
,,,-0.00017792000,-0.05600,1.44000
,,,-0.00017787999,-0.05400,1.44000
,,,-0.00017784000,-0.05600,1.44000
,,,-0.00017780000,-0.05600,1.44000
,,,-0.00017776000,-0.05400,1.44000
,,,-0.00017771999,-0.05600,1.44000
,,,-0.00017768001,-0.05800,1.44000
,,,-0.00017764000,-0.05800,1.44000
,,,-0.00017760000,-0.06000,1.48000
,,,-0.00017756000,-0.05800,1.48000
,,,-0.00017751999,-0.05600,1.44000
,,,-0.00017748000,-0.05400,1.44000
,,,-0.00017744000,-0.05200,1.44000
,,,-0.00017740000,-0.05400,1.44000
,,,-0.00017735999,-0.05600,1.44000
,,,-0.00017732001,-0.05800,1.48000
,,,-0.00017728000,-0.05600,1.48000
,,,-0.00017724000,-0.05800,1.44000
,,,-0.00017720000,-0.05800,1.48000
,,,-0.00017715999,-0.05200,1.48000
,,,-0.00017712000,-0.05000,1.44000
,,,-0.00017708000,-0.05400,1.44000
,,,-0.00017704000,-0.05600,1.44000
,,,-0.00017699999,-0.05600,1.44000
,,,-0.00017696001,-0.05600,1.48000
,,,-0.00017692000,-0.05800,1.48000
,,,-0.00017688000,-0.06000,1.48000
,,,-0.00017684000,-0.06000,1.48000
,,,-0.00017679999,-0.05800,1.48000
,,,-0.00017676000,-0.05600,1.48000
,,,-0.00017672000,-0.05600,1.48000
,,,-0.00017668000,-0.05400,1.48000
,,,-0.00017663999,-0.05600,1.48000
,,,-0.00017660001,-0.05800,1.48000
,,,-0.00017656000,-0.05800,1.48000
,,,-0.00017652000,-0.05800,1.48000
,,,-0.00017648000,-0.05800,1.52000
,,,-0.00017643999,-0.05600,1.52000
,,,-0.00017640000,-0.05600,1.52000
,,,-0.00017636000,-0.05800,1.52000
,,,-0.00017632000,-0.05800,1.52000
,,,-0.00017627999,-0.05600,1.52000
,,,-0.00017624001,-0.05800,1.52000
,,,-0.00017620000,-0.06200,1.48000
,,,-0.00017616000,-0.06000,1.52000
,,,-0.00017612000,-0.06000,1.52000
,,,-0.00017607999,-0.06000,1.56000
,,,-0.00017604000,-0.06000,1.56000
,,,-0.00017600000,-0.06000,1.52000
,,,-0.00017596000,-0.06000,1.52000
,,,-0.00017591999,-0.06200,1.52000
,,,-0.00017587999,-0.06200,1.52000
,,,-0.00017584000,-0.06400,1.56000
,,,-0.00017580000,-0.06200,1.56000
,,,-0.00017576000,-0.05800,1.56000
,,,-0.00017571999,-0.05800,1.56000
,,,-0.00017568000,-0.06200,1.56000
,,,-0.00017564000,-0.06200,1.56000
,,,-0.00017560000,-0.06000,1.56000
,,,-0.00017556000,-0.06000,1.56000
,,,-0.00017551999,-0.06000,1.56000
,,,-0.00017548000,-0.05800,1.56000
,,,-0.00017544000,-0.06000,1.56000
